0	0	0	4	4
1	0	12	5	5
2	2	2	4	4
3	2	2	4	4
4	2	2	4	4
5	3	3	4	4
6	3	3	4	4
7	2	3	4	4
8	3	3	4	4
9	4	4	4	4
10	4	4	4	4
11	4	4	4	4
12	4	5	4	4
13	5	5	4	4
14	5	5	4	4
15	5	5	4	4
16	6	6	4	4
17	6	6	4	4
18	6	6	4	4
19	6	6	4	4
20	6	7	4	4
21	7	7	4	4
22	7	7	4	4
23	7	8	4	4
24	8	8	4	4
25	8	8	4	4
26	8	8	4	4
27	8	8	4	4
28	8	9	4	4
29	9	9	4	4
30	9	9	4	4
31	9	10	4	4
32	10	10	4	4
33	10	10	4	4
34	10	10	4	4
35	10	10	4	4
36	10	11	4	4
37	7	8	2	2
38	7	7	1	1
39	7	8	1	1
40	8	8	1	1
41	7	7	1	2
42	7	7	1	2
43	8	8	1	2
44	8	8	1	2
45	7	7	2	2
46	7	7	2	2
47	7	7	2	2
48	7	7	2	2
49	7	7	2	2
50	7	7	2	2
51	7	7	2	2
52	7	7	2	3
53	7	8	2	3
54	8	8	2	3
55	8	8	2	2
56	8	8	2	2
57	8	8	2	2
58	8	8	2	2
59	8	8	2	2
60	8	8	2	2
61	8	8	2	2
62	10	11	4	5
63	10	11	4	4
64	10	10	4	4
65	10	11	4	4
66	10	10	4	4
67	10	10	4	4
68	10	10	4	5
69	10	11	4	5
