0	0	32	368	1
1	50	115	98	0	148	150	1
2	8	112	32	30
3	8	224	64	31
4	8	256	32	32
5	8	256	64	32
6	8	288	80	31
7	8	304	80	30
8	8	336	32	30
9	8	368	64	30
10	8	592	48	30
11	8	608	48	31
12	8	672	16	31
13	8	752	16	30
14	8	752	48	30
15	8	800	16	31
16	8	832	32	32
17	8	960	64	32
18	8	1104	112	30
19	8	1184	128	31
20	8	1216	128	32
21	8	1264	48	30
22	8	1360	32	30
23	8	1392	144	30
24	8	1456	96	30
25	8	1488	80	30
26	8	1504	64	31
27	8	1504	96	31
28	8	1616	32	30
29	8	1680	64	30
30	8	1728	64	32
31	8	1856	80	32
32	8	1920	16	32
33	8	1920	144	32
34	8	1952	16	31
35	8	2112	112	32
36	8	2224	80	30
37	8	2384	0	30
38	8	2448	0	30
39	8	2416	144	30
40	18	0	416	3	624	16
41	18	624	400	3	464	16
42	18	1152	416	3	352	16   
43	18	1536	416	3	80	16
44	18	1664	416	3	576	16
45	18	2256	416	3	560	16
46	18	1408	192	3	64	16
47	18	1488	176	3	208	16
48	1	0	416	3
49	1	16	416	2
50	1	32	416	2
51	1	48	416	2
52	1	64	416	2
53	1	80	416	2
54	1	96	416	2
55	1	112	416	2
56	1	128	416	2
57	1	144	416	2
58	1	160	416	2
59	1	176	416	2
60	1	192	416	2
61	1	208	416	2
62	1	224	416	2
63	1	240	416	2
64	1	256	416	2
65	1	272	416	2
66	1	288	416	2
67	1	304	416	2
68	1	320	416	2
69	1	336	416	2
70	1	352	416	2
71	1	368	416	2
72	1	384	416	2
73	1	400	416	2
74	1	416	416	2
75	1	432	416	2
76	1	448	416	2
77	1	464	416	2
78	1	480	416	2
79	1	496	416	2
80	1	512	416	2
81	1	528	416	2
82	1	544	416	2
83	1	560	416	2
84	1	576	416	2
85	1	592	416	2
86	1	608	416	2
87	1	624	416	5
88	1	640	416	6
89	1	656	416	6
90	1	672	416	6
91	1	688	416	6
92	1	704	416	6
93	1	720	416	6
94	1	736	416	6
95	1	752	416	6
96	1	768	416	6
97	1	784	416	6
98	1	800	416	6
99	1	816	416	6
100	1	832	416	6
101	1	848	416	6
102	1	864	416	6
103	1	880	416	6
104	1	896	416	6
105	1	912	416	6
106	1	928	416	6
107	1	944	416	6
108	1	960	416	6
109	1	976	416	6
110	1	992	416	6
111	1	1008	416	6
112	1	1024	416	6
113	1	1040	416	6
114	1	1056	416	6
115	1	1072	416	7
116	1	624	400	3
117	1	640	400	2
118	1	656	400	2
119	1	672	400	2
120	1	688	400	2
121	1	704	400	2
122	1	720	400	2
123	1	736	400	2
124	1	752	400	2
125	1	768	400	2
126	1	784	400	2
127	1	800	400	2
128	1	816	400	2
129	1	832	400	2
130	1	848	400	2
131	1	864	400	2
132	1	880	400	2
133	1	896	400	2
134	1	912	400	2
135	1	928	400	2
136	1	944	400	2
137	1	960	400	2
138	1	976	400	2
139	1	992	400	2
140	1	1008	400	2
141	1	1024	400	2
142	1	1040	400	2
143	1	1056	400	2
144	1	1072	400	4
145	1	1152	416	3
146	1	1168	416	2
147	1	1184	416	2
148	1	1200	416	2
149	1	1216	416	2
150	1	1232	416	2
151	1	1248	416	2
152	1	1264	416	2
153	1	1280	416	2
154	1	1296	416	2
155	1	1312	416	2
156	1	1328	416	2
157	1	1344	416	2
158	1	1360	416	2
159	1	1376	416	2
160	1	1392	416	2
161	1	1408	416	2
162	1	1424	416	2
163	1	1440	416	2
164	1	1456	416	2
165	1	1472	416	2
166	1	1488	416	4
167	1	1536	416	3
168	1	1552	416	2
169	1	1568	416	2
170	1	1584	416	2
171	1	1600	416	4
172	1	1664	416	3
173	1	1680	416	2
174	1	1696	416	2
175	1	1712	416	2
176	1	1728	416	2
177	1	1744	416	2
178	1	1760	416	2
