0	0	0	4	4
1	0	15	5	5
2	16	18	5	5
3	18	32	5	5
4	25	27	0	0
5	2	3	4	4
6	2	3	4	4
7	19	20	4	4
8	19	20	3	3
9	20	21	4	4
10	21	22	3	3
11	22	23	4	4
12	23	24	4	4
13	24	25	3	3
14	26	26	0	1
15	9	9	4	4
16	10	10	4	5
17	12	12	4	5
18	13	13	4	5
19	15	15	4	5
20	12	12	4	4
21	12	13	4	4
22	13	13	4	4
23	14	14	4	4
24	14	14	4	4
25	14	14	4	4
26	19	20	4	4
27	20	21	3	4
28	21	21	3	3
29	21	22	3	3
30	22	22	3	3
31	6	6	4	4
32	6	6	4	4
33	6	6	4	5
34	8	8	4	4
35	7	7	4	4
36	6	6	4	4
37	6	6	4	4
38	6	7	4	4
39	6	6	4	4
40	6	6	4	4
41	7	7	4	4
42	7	7	4	4
43	6	6	4	5
44	7	7	4	5
45	7	7	4	5
46	7	7	4	5
47	7	8	4	5
48	8	8	4	5
49	6	6	5	5
50	6	6	5	5
51	6	7	5	5
52	7	7	5	5
53	7	8	5	5
54	8	8	5	5
55	7	7	4	4
56	7	8	4	4
57	8	8	4	4
58	7	7	4	4
59	7	7	4	4
60	8	8	4	4
61	2	2	4	5
62	9	10	4	5
63	23	24	4	5
64	20	20	3	4
65	7	8	3	4
66	4	4	4	5
67	17	17	4	5
68	11	11	4	5
69	13	13	4	5
70	14	15	4	5
71	20	20	4	5
72	20	20	4	5
73	28	32	3	4
74	30	30	4	4
75	31	32	4	5
76	6	7	4	4
