0	0	48	337	1
1	18	0	419	3	1023	13
2	52	177	352	90
3	52	193	336	90
4	52	209	352	90
5	52	241	352	90
6	52	273	352	90
7	52	225	336	90
8	52	257	336	90
9	52	337	336	90
10	52	353	352	90
11	52	369	336	90
12	52	385	352	90
13	52	401	336	90
14	52	417	352	90
15	52	433	336	90
16	52	481	352	90
17	52	497	336	90
18	52	513	352	90
19	52	529	336	90
20	52	545	352	90
21	52	561	336	90
22	52	577	352	90
23	52	625	336	90
24	52	641	352	90
25	52	657	336	90
26	52	673	352	90
27	52	689	336	90
28	52	705	352	90
29	52	721	336	90
30	52	769	352	90
31	52	785	336	90
32	52	801	352	90
33	52	817	336	90
34	52	833	352	90
35	52	849	336	90
36	52	865	352	90
37	15	624	176	22	62	999995
38	52	609	128	90
39	52	625	128	90
40	52	641	128	90
41	52	593	144	90
42	52	609	144	90
43	52	641	144	90
44	52	657	144	90
45	52	577	160	90
46	52	593	160	90
47	52	577	176	90
48	52	577	192	90
49	52	593	192	90
50	52	593	208	90
51	52	609	208	90
52	52	609	224	90
53	52	625	224	90
54	52	641	224	90
55	52	641	208	90
56	52	657	208	90
57	52	657	192	90
58	52	673	192	90
59	52	673	176	90
60	52	673	160	90
61	52	657	160	90
62	12	850	384	9	30	48
63	9991	848	368	9	32	16	7	1	2093	81	32	16
