0	32	368	1
50	115	98	0	148	150	1
8	112	32	30
8	224	64	31
8	256	32	32
8	256	64	32
8	288	80	31
8	304	80	30
8	336	32	30
8	368	64	30
8	592	48	30
8	608	48	31
8	672	16	31
8	752	16	30
8	752	48	30
8	800	16	31
8	832	32	32
8	960	64	32
8	1104	112	30
8	1184	128	31
8	1216	128	32
8	1264	48	30
8	1360	32	30
8	1392	144	30
8	1456	96	30
8	1488	80	30
8	1504	64	31
8	1504	96	31
8	1616	32	30
8	1680	64	30
8	1728	64	32
8	1856	80	32
8	1920	16	32
8	1920	144	32
8	1952	16	31
8	2112	112	32
8	2224	80	30
8	2384	0	30
8	2448	0	30
8	2416	144	30
18	0	416	3	624	16
18	624	400	3	464	16
18	1152	416	3	352	16   
18	1536	416	3	80	16
18	1664	416	3	576	16
18	2256	416	3	560	16
18	1408	192	3	64	16
18	1488	176	3	208	16
1	0	416	3
1	16	416	2
1	32	416	2
1	48	416	2
1	64	416	2
1	80	416	2
1	96	416	2
1	112	416	2
1	128	416	2
1	144	416	2
1	160	416	2
1	176	416	2
1	192	416	2
1	208	416	2
1	224	416	2
1	240	416	2
1	256	416	2
1	272	416	2
1	288	416	2
1	304	416	2
1	320	416	2
1	336	416	2
1	352	416	2
1	368	416	2
1	384	416	2
1	400	416	2
1	416	416	2
1	432	416	2
1	448	416	2
1	464	416	2
1	480	416	2
1	496	416	2
1	512	416	2
1	528	416	2
1	544	416	2
1	560	416	2
1	576	416	2
1	592	416	2
1	608	416	2
1	624	416	5
1	640	416	6
1	656	416	6
1	672	416	6
1	688	416	6
1	704	416	6
1	720	416	6
1	736	416	6
1	752	416	6
1	768	416	6
1	784	416	6
1	800	416	6
1	816	416	6
1	832	416	6
1	848	416	6
1	864	416	6
1	880	416	6
1	896	416	6
1	912	416	6
1	928	416	6
1	944	416	6
1	960	416	6
1	976	416	6
1	992	416	6
1	1008	416	6
1	1024	416	6
1	1040	416	6
1	1056	416	6
1	1072	416	7
1	624	400	3
1	640	400	2
1	656	400	2
1	672	400	2
1	688	400	2
1	704	400	2
1	720	400	2
1	736	400	2
1	752	400	2
1	768	400	2
1	784	400	2
1	800	400	2
1	816	400	2
1	832	400	2
1	848	400	2
1	864	400	2
1	880	400	2
1	896	400	2
1	912	400	2
1	928	400	2
1	944	400	2
1	960	400	2
1	976	400	2
1	992	400	2
1	1008	400	2
1	1024	400	2
1	1040	400	2
1	1056	400	2
1	1072	400	4
1	1152	416	3
1	1168	416	2
1	1184	416	2
1	1200	416	2
1	1216	416	2
1	1232	416	2
1	1248	416	2
1	1264	416	2
1	1280	416	2
1	1296	416	2
1	1312	416	2
1	1328	416	2
